Disease
Alzheimer's Disease
Amyotrophic Lateral Sclerosis (ALS)
Ataxia
Bell's Palsy
Brain Aneurysm
Brain Tumors
Carpal Tunnel Syndrome
Cerebral Palsy
Chiari Malformation
Chronic Fatigue Syndrome
Cluster Headaches
Concussion
Creutzfeldt-Jakob Disease
Dementia
Dystonia
Encephalitis
Epilepsy
Essential Tremor
Fibromyalgia
Guillain-Barré Syndrome
Huntington's Disease
Hydrocephalus
Migraine
Multiple Sclerosis
Muscular Dystrophy
Myasthenia Gravis
Myopathy
Neurofibromatosis
Parkinson's Disease
Peripheral Neuropathy
Restless Legs Syndrome
Spina Bifida
Spinal Cord Injury
Stroke
Syringomyelia
Tay-Sachs Disease
Tic Disorders
Tourette Syndrome
Traumatic Brain Injury
Trigeminal Neuralgia
Acoustic Neuroma
Aicardi Syndrome
Alexander Disease
Anencephaly
Angelman Syndrome
Arteriovenous Malformation (AVM)
Athetosis
Autism
Batten Disease
Behcet's Disease
Benign Essential Blepharospasm
Brachial Plexus Injuries
Cadasil
Canavan Disease
Central Pain Syndrome
Cerebral Hypoxia
Cerebrospinal Fluid (CSF) Leak
Charcot-Marie-Tooth Disease
Chorea
Chronic Inflammatory Demyelinating Polyneuropathy
Corticobasal Degeneration
Devic's Disease
Dural Arteriovenous Fistulas
Dyspraxia
Fahr's Syndrome
Focal Dystonia
Friedreich's Ataxia
Frontotemporal Dementia
Hereditary Spastic Paraplegia
Holoprosencephaly
Kernicterus
Kleine-Levin Syndrome
Landau-Kleffner Syndrome
Lennox-Gastaut Syndrome
Leukodystrophy
Lewy Body Dementia
Locked-In Syndrome
Maple Syrup Urine Disease
Meningitis
Mitochondrial Myopathy
Moyamoya Disease
Neuroleptic Malignant Syndrome
Neuronal Migration Disorders
Opsoclonus Myoclonus Syndrome
PANDAS
Paraneoplastic Syndromes
Pelizaeus-Merzbacher Disease
Pituitary Tumors
Post-Polio Syndrome
Postherpetic Neuralgia
Primary Lateral Sclerosis
Progressive Supranuclear Palsy
Rasmussen's Encephalitis
Reflex Sympathetic Dystrophy Syndrome
Reye's Syndrome
Sandhoff Disease
Shy-Drager Syndrome
Sjogren's Syndrome
Stiff-Person Syndrome
Subacute Sclerosing Panencephalitis (SSPE)
